original_image_path,processed_image_path,true_label,baseline_pred,compressed_pred,baseline_correct,compressed_correct,prediction_match,baseline_confidence,compressed_confidence,baseline_time_ms,compressed_time_ms
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y114.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y114.jpg,1,1,1,1,1,1,0.9999765157699584,0.9947360157966614,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y115.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y115.jpg,1,1,0,1,0,0,0.7151981592178345,0.4854488670825958,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y116.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y116.jpg,1,1,1,1,1,1,0.9845312833786012,0.6984290480613708,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y117.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y117.jpg,1,1,1,1,1,1,0.9967769980430604,0.8804307579994202,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y12.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y12.jpg,1,1,1,1,1,1,0.9990309476852416,0.9963443875312804,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y120.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y120.jpg,1,1,1,1,1,1,0.8126003742218018,0.9401915669441224,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y13.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y13.jpg,1,1,1,1,1,1,0.9991808533668518,0.988069236278534,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y14.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y14.jpg,1,1,1,1,1,1,0.9996235370635986,0.9971439242362976,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y146.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y146.jpg,1,1,1,1,1,1,0.9971877932548524,0.9786670207977296,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y147.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y147.jpg,1,1,1,1,1,1,0.9968948364257812,0.9942113757133484,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y148.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y148.jpg,1,1,1,1,1,1,0.9984251260757446,0.997452676296234,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y15.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y15.jpg,1,1,1,1,1,1,0.983880579471588,0.986846387386322,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y153.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y153.jpg,1,1,1,1,1,1,0.9999799728393556,0.9988952875137328,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y154.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y154.jpg,1,1,1,1,1,1,0.9998528957366944,0.9998689889907836,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y155.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y155.jpg,1,1,1,1,1,1,0.9990129470825196,0.98991197347641,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y156.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y156.jpg,1,1,1,1,1,1,0.9992653727531432,0.966561794281006,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y157.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y157.jpg,1,1,1,1,1,1,0.9968494772911072,0.9864953756332396,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y158.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y158.jpg,1,1,1,1,1,1,0.9532489776611328,0.785220205783844,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y159.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y159.jpg,1,1,1,1,1,1,0.9939263463020324,0.9745932817459106,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y16.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y16.jpg,1,1,1,1,1,1,0.9983723759651184,0.9886081218719482,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y160.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y160.jpg,1,1,1,1,1,1,0.980565905570984,0.8929551243782043,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y161.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y161.jpg,1,1,1,1,1,1,0.9987832903862,0.9451799392700196,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y162.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y162.jpg,1,1,1,1,1,1,0.9981027245521544,0.9972630739212036,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y163.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y163.jpg,1,1,1,1,1,1,0.9951300621032716,0.946591019630432,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y164.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y164.jpg,1,1,1,1,1,1,0.9985950589179992,0.999018669128418,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y165.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y165.jpg,1,1,1,1,1,1,0.8969117999076843,0.973288118839264,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y166.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y166.jpg,1,1,1,1,1,1,0.9746624827384948,0.9856135249137878,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y167.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y167.jpg,1,1,1,1,1,1,0.763741672039032,0.9174653887748718,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y168.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y168.jpg,1,1,1,1,1,1,0.9569488763809204,0.9572564959526062,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y169.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y169.jpg,1,1,1,1,1,1,0.9991808533668518,0.988069236278534,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y17.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y17.jpg,1,1,1,1,1,1,0.9996235370635986,0.9971439242362976,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y170.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y170.jpg,1,1,1,1,1,1,0.9720630049705504,0.9820384979248048,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y18.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y18.jpg,1,1,1,1,1,1,0.9954535961151124,0.9512739777565002,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y180.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y180.jpg,1,1,1,1,1,1,0.9858632683753968,0.9985907673835754,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y181.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y181.jpg,1,1,1,1,1,1,0.983880579471588,0.986846387386322,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y182.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y182.jpg,1,1,1,1,1,1,0.9985349178314208,0.9981404542922974,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y183.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y183.jpg,1,1,1,1,1,1,0.9981162548065186,0.996236264705658,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y184.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y184.jpg,1,1,1,1,1,1,0.9959123730659484,0.9496851563453674,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y185.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y185.jpg,1,1,1,1,1,1,0.9959087371826172,0.9817489385604858,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y186.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y186.jpg,1,1,1,1,1,1,0.8936526775360107,0.9507890343666076,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y187.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y187.jpg,1,1,0,1,0,0,0.9212709665298462,0.2692029774188995,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y188.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y188.jpg,1,1,1,1,1,1,0.983227014541626,0.983025312423706,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y19.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y19.jpg,1,1,1,1,1,1,0.9969695210456848,0.9976498484611512,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y192.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y192.jpg,1,1,1,1,1,1,0.9916535019874572,0.9887806177139282,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y193.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y193.jpg,1,1,1,1,1,1,0.9919087290763856,0.975402057170868,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y194.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y194.jpg,1,1,1,1,1,1,0.9930474162101746,0.9963595271110536,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y195.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y195.jpg,1,1,1,1,1,1,0.9266119599342346,0.9884706735610962,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y2.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y2.jpg,1,1,1,1,1,1,0.9997512698173524,0.9813051819801332,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y20.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y20.jpg,1,1,1,1,1,1,0.9968895316123962,0.9028655886650084,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y21.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y21.jpg,1,1,1,1,1,1,0.9996157884597778,0.9696425795555116,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y22.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y22.jpg,1,1,1,1,1,1,0.9809356927871704,0.9395554065704346,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y23.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y23.jpg,1,1,1,1,1,1,0.9988141059875488,0.9892069101333618,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y24.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y24.jpg,1,1,1,1,1,1,0.9973012804985046,0.9959539175033568,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y242.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y242.jpg,1,1,1,1,1,1,0.962227702140808,0.9161389470100404,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y243.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y243.jpg,1,1,1,1,1,1,0.9989933371543884,0.9988648891448976,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y244.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y244.jpg,1,1,1,1,1,1,0.964659869670868,0.9614781141281128,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y245.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y245.jpg,1,1,1,1,1,1,0.996913194656372,0.9914162755012512,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y246.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y246.jpg,1,1,1,1,1,1,0.9353554248809814,0.9799384474754332,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y247.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y247.jpg,1,1,1,1,1,1,0.8959611058235168,0.6082491874694824,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y248.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y248.jpg,1,1,1,1,1,1,0.9998600482940674,0.9642629027366638,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y249.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y249.jpg,1,1,1,1,1,1,0.9957697987556458,0.9659643173217772,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y25.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y25.jpg,1,1,1,1,1,1,0.996493637561798,0.998977541923523,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y250.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y250.jpg,1,1,1,1,1,1,0.9970356225967408,0.9334412813186646,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y251.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y251.jpg,1,1,1,1,1,1,0.993591845035553,0.9407536387443542,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y252.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y252.jpg,1,1,1,1,1,1,0.9746358394622804,0.982299268245697,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y253.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y253.jpg,1,1,1,1,1,1,0.9679571390151978,0.945067822933197,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y254.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y254.jpg,1,1,1,1,1,1,0.9988192915916444,0.999152660369873,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y255.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y255.jpg,1,1,1,1,1,1,0.996994137763977,0.9912616014480592,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y256.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y256.jpg,1,1,1,1,1,1,0.9996812343597412,0.9967273473739624,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y257.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y257.jpg,1,1,1,1,1,1,0.9988024234771729,0.9942803382873536,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y258.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y258.jpg,1,1,1,1,1,1,0.9978476762771606,0.9933696985244752,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y259.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y259.jpg,1,1,1,1,1,1,0.9980908036231996,0.9924566745758056,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y26.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y26.jpg,1,1,1,1,1,1,0.9678142070770264,0.9628405570983888,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y27.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y27.jpg,1,1,1,1,1,1,0.9905931353569032,0.9894534349441528,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y28.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y28.jpg,1,1,1,1,1,1,0.9997296929359436,0.9993894100189208,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y29.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y29.jpg,1,1,1,1,1,1,0.933639407157898,0.953043520450592,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y3.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y3.jpg,1,1,1,1,1,1,0.9993196725845336,0.9840250611305236,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y30.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y30.jpg,1,1,1,1,1,1,0.9981374740600586,0.9769855737686156,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y31.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y31.jpg,1,1,1,1,1,1,0.9987515211105348,0.9883827567100524,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y32.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y32.jpg,1,1,1,1,1,1,0.9742079973220824,0.9267098307609558,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y33.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y33.jpg,1,1,1,1,1,1,0.9951855540275574,0.8895938992500305,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y34.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y34.jpg,1,1,1,1,1,1,0.983880579471588,0.986846387386322,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y35.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y35.jpg,1,1,1,1,1,1,0.9996606111526488,0.96710604429245,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y36.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y36.jpg,1,1,1,1,1,1,0.995989978313446,0.9622591733932496,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y37.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y37.jpg,1,1,1,1,1,1,0.9981866478919984,0.9828360676765442,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y38.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y38.jpg,1,1,1,1,1,1,0.9981374740600586,0.9769855737686156,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y39.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y39.jpg,1,1,1,1,1,1,0.9981379508972168,0.9912405610084534,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y4.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y4.jpg,1,1,1,1,1,1,0.9892622828483582,0.9737421870231628,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y40.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y40.jpg,1,1,1,1,1,1,0.9962691068649292,0.9911624193191528,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y41.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y41.jpg,1,1,1,1,1,1,0.9996113181114196,0.9970834851264954,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y42.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y42.jpg,1,1,1,1,1,1,0.9978113770484924,0.9866235852241516,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y44.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y44.jpg,1,1,1,1,1,1,0.9963880777359008,0.9828683137893676,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y45.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y45.jpg,1,1,1,1,1,1,0.8659051060676575,0.8226420879364014,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y46.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y46.jpg,1,1,1,1,1,1,0.9395412802696228,0.9204413294792176,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y47.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y47.jpg,1,1,1,1,1,1,0.9790265560150146,0.982160210609436,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y49.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y49.jpg,1,1,1,1,1,1,0.99457448720932,0.8735058903694153,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y50.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y50.jpg,1,1,1,1,1,1,0.9566356539726256,0.825976550579071,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y51.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y51.jpg,1,1,1,1,1,1,0.993122398853302,0.997795581817627,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y52.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y52.jpg,1,1,1,1,1,1,0.9978160858154296,0.9939020872116088,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y53.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y53.jpg,1,1,1,1,1,1,0.9971553087234496,0.9932570457458496,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y54.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y54.jpg,1,1,1,1,1,1,0.9981374740600586,0.9769855737686156,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y55.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y55.jpg,1,1,1,1,1,1,0.998596966266632,0.9969108700752258,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y56.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y56.jpg,1,1,1,1,1,1,0.9884371161460876,0.9683563709259032,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y58.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y58.jpg,1,1,1,1,1,1,0.9967250227928162,0.9775348901748656,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y59.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y59.jpg,1,1,1,1,1,1,0.6743481755256653,0.7994803786277771,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y6.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y6.jpg,1,1,1,1,1,1,0.997835099697113,0.9959306120872498,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y60.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y60.jpg,1,1,1,1,1,1,0.9985947012901306,0.9582758545875548,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y61.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y61.jpg,1,1,1,1,1,1,0.9997863173484802,0.9994612336158752,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y62.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y62.jpg,1,1,1,1,1,1,0.9987515211105348,0.9883827567100524,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y65.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y65.jpg,1,1,1,1,1,1,0.9968690276145936,0.978118658065796,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y66.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y66.jpg,1,1,1,1,1,1,0.9976571798324584,0.9747572541236876,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y67.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y67.jpg,1,1,1,1,1,1,0.8372796177864075,0.5488844513893127,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y69.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y69.jpg,1,1,1,1,1,1,0.996493637561798,0.998977541923523,0,0
